,start,stop,avg,area
0,2019-11-28 09:30:34.700,2019-11-28 09:30:43.000,11.611000000000002,1044.9900000000007
1,2019-11-28 09:30:58.900,2019-11-28 09:31:04.700,13.059384615384616,848.86
2,2019-11-28 09:31:39.900,2019-11-28 09:31:47.500,11.150588235294117,947.7999999999996
3,2019-11-28 09:32:03.200,2019-11-28 09:32:09.700,12.757571428571433,893.0299999999997
4,2019-11-28 09:32:44.300,2019-11-28 09:32:52.400,11.90352272727273,1047.5099999999998
5,2019-11-28 09:33:07.900,2019-11-28 09:33:14.300,12.69585714285714,888.71
6,2019-11-28 09:33:48.800,2019-11-28 09:33:57.000,11.556363636363635,1016.9599999999994
7,2019-11-28 09:34:12.800,2019-11-28 09:34:18.800,13.486615384615384,876.6300000000001
8,2019-11-28 09:34:56.300,2019-11-28 09:35:04.000,11.580705882352941,984.3599999999991
9,2019-11-28 09:35:19.800,2019-11-28 09:35:25.900,12.413970588235294,844.1500000000003
10,2019-11-28 09:35:57.800,2019-11-28 09:36:05.700,12.460361445783134,1034.21
11,2019-11-28 09:36:21.600,2019-11-28 09:36:28.000,12.908260869565217,890.6700000000004
12,2019-11-28 09:37:02.100,2019-11-28 09:37:10.300,10.956739130434782,1008.0199999999995
13,2019-11-28 09:37:25.700,2019-11-28 09:37:32.100,12.826712328767124,936.3499999999995
14,2019-11-28 09:38:09.600,2019-11-28 09:38:17.700,11.681511627906975,1004.6099999999998
15,2019-11-28 09:38:33.300,2019-11-28 09:38:39.500,13.53651515151515,893.4099999999993
16,2019-11-28 09:39:14.400,2019-11-28 09:39:22.200,11.291149425287355,982.3299999999999
17,2019-11-28 09:39:38.100,2019-11-28 09:39:44.400,12.71304347826087,877.2000000000002
18,2019-11-28 09:40:18.600,2019-11-28 09:40:26.800,11.182857142857141,1017.6399999999996
19,2019-11-28 09:40:42.800,2019-11-28 09:40:48.900,12.402608695652171,855.7800000000003
20,2019-11-28 09:41:23.900,2019-11-28 09:41:31.500,11.017882352941175,936.5199999999993
21,2019-11-28 09:41:47.400,2019-11-28 09:41:53.800,12.525492957746478,889.31
22,2019-11-28 09:42:28.000,2019-11-28 09:42:35.900,12.03848837209302,1035.31
23,2019-11-28 09:42:52.300,2019-11-28 09:42:58.000,12.877903225806454,798.4300000000006
24,2019-11-28 09:43:35.500,2019-11-28 09:43:43.200,11.11816091954023,967.2800000000005
25,2019-11-28 09:43:59.100,2019-11-28 09:44:05.400,12.373999999999997,866.1799999999997
26,2019-11-28 09:44:37.500,2019-11-28 09:44:45.100,11.955238095238094,1004.2400000000002
27,2019-11-28 09:45:01.100,2019-11-28 09:45:07.500,12.961304347826085,894.3299999999997
28,2019-11-28 09:45:44.300,2019-11-28 09:45:52.500,11.475666666666665,1032.8100000000002
29,2019-11-28 09:46:08.700,2019-11-28 09:46:14.300,13.188571428571434,830.8800000000001
30,2019-11-28 09:46:49.500,2019-11-28 09:46:57.000,11.89280487804878,975.21
31,2019-11-28 09:47:12.700,2019-11-28 09:47:19.300,12.271780821917808,895.8400000000001
32,2019-11-28 09:47:53.800,2019-11-28 09:48:01.900,10.82111111111111,973.9000000000003
33,2019-11-28 09:48:17.600,2019-11-28 09:48:23.500,13.200000000000001,871.2000000000007
34,2019-11-28 09:48:58.000,2019-11-28 09:49:05.900,12.196511627906975,1048.9
35,2019-11-28 09:49:21.900,2019-11-28 09:49:28.300,12.784428571428574,894.9100000000005
36,2019-11-28 09:50:02.500,2019-11-28 09:50:10.200,11.988214285714285,1007.0100000000002
37,2019-11-28 09:50:26.800,2019-11-28 09:50:32.800,12.609090909090906,832.2
38,2019-11-28 09:51:07.100,2019-11-28 09:51:15.300,11.524269662921348,1025.6599999999996
39,2019-11-28 09:51:30.800,2019-11-28 09:51:37.300,12.577464788732394,892.9999999999998
40,2019-11-28 09:52:11.800,2019-11-28 09:52:19.700,11.805232558139535,1015.2500000000002
41,2019-11-28 09:52:35.500,2019-11-28 09:52:41.900,13.04185714285714,912.9300000000001
42,2019-11-28 09:53:18.900,2019-11-28 09:53:26.800,11.705977011494252,1018.4200000000003
43,2019-11-28 09:53:42.600,2019-11-28 09:53:48.900,13.309253731343285,891.7199999999999
44,2019-11-28 09:54:23.500,2019-11-28 09:54:31.600,11.623333333333333,1011.2299999999997
45,2019-11-28 09:54:47.100,2019-11-28 09:54:54.200,12.04298701298701,927.3100000000009
46,2019-11-28 09:55:28.700,2019-11-28 09:55:36.300,11.81567901234568,957.0699999999998
47,2019-11-28 09:55:52.200,2019-11-28 09:55:58.300,13.244461538461538,860.8900000000002
48,2019-11-28 09:56:33.000,2019-11-28 09:56:41.000,11.72906976744186,1008.6999999999991
49,2019-11-28 09:56:57.200,2019-11-28 09:57:03.300,12.158285714285714,851.0800000000002
50,2019-11-28 09:57:40.400,2019-11-28 09:57:48.200,11.551860465116281,993.4600000000003
51,2019-11-28 09:58:04.200,2019-11-28 09:58:10.300,12.658208955223879,848.1000000000009
52,2019-11-28 09:58:39.200,2019-11-28 09:58:47.400,11.427222222222225,1028.4500000000012
53,2019-11-28 09:59:03.100,2019-11-28 09:59:09.600,12.660000000000002,886.2000000000004
54,2019-11-28 09:59:47.100,2019-11-28 09:59:54.500,12.496282051282055,974.7099999999997
55,2019-11-28 10:00:10.200,2019-11-28 10:00:16.700,12.466249999999999,897.5699999999999
